id,peso,velocidad,tamano
46297,2470.95,30191.66,576958.47
46298,46814.37,25036.35,491594.84
46299,59001.11,34173.91,137555.69
46300,44358.5,33989.94,189508.56
46301,43073.09,32026.7,171710.18
46302,1122.02,29084.07,603755.75
46303,39857.66,31133.33,241053.72
46304,46410.12,33626.49,603202.29
46305,12406.75,31786.75,143707.39
46306,74841.62,30438.49,793506.43
46307,43263.48,26445.81,702869.1
46308,14110.93,26507.14,836149.12
46309,31854.44,30109.57,907589.39
46310,30457.38,25625.14,669004.12
46311,86933.65,28032.74,241851.34
46312,72614.36,25170.99,701039.37
46313,45458.23,32392.27,726245.14
46314,73748.15,31729.46,509455.2
46315,12518.67,33045.36,840847.45
46316,16486.59,28555.57,423625.38
46317,30448.8,31071.48,824857.16
46318,93242.2,34702.96,932047.41
46319,52082.95,26995.81,241113.06
46320,99029.92,34511.46,651889.09
46321,35751.07,31762.6,849953.6
46322,42037.49,34886.88,524592.93
46323,32582.1,33444.42,437832.28
46324,34355.53,29693.47,204543.29
46325,89851.82,30177.96,203181.35
46326,79783.31,31046.41,964065.32
46327,87180.55,33600.37,813621.07
46328,44411.71,33105.4,862314.91
46329,27101.07,28937.98,798391.5
46330,69782.17,34788.57,854182.12
46331,10689.95,27406.06,410174.93
46332,55812.93,31232.06,376897.08
46333,30356.49,26957.12,956630.94
46334,98446.54,31211.26,780006.65
46335,36062.61,29385.42,373016.58
46336,44566.25,34434.5,261658.09
46337,5290.84,27861.88,598742.4
46338,78706.97,31218.64,571978.23
46339,15019.5,32849.33,644981.82
46340,54176.89,30306.49,324189.52
46341,33760,34203.3,631660.64
46342,84612.01,29244.28,419935.62
46343,34237.58,25790.65,251959.49
46344,81816.5,32557.13,657299.05
46345,77369.65,26865.49,928636.84
46346,65114.76,26625.71,244928.25
46347,68431.25,32765.45,913424.72
46348,67482.49,33186.73,118068.07
46349,1621.95,33977.49,387153.85
46350,19480.68,30774.22,315262.48
46351,18169.48,29286.25,465124.44
46352,37356.34,26066.13,240196.57
46353,96971.34,31832.95,718729.29
46354,1476.72,25455.15,620508.43
46355,90707.71,32242.14,93259.65
46356,39754.23,25720.49,737033.03
46357,62201.21,25065.55,775177.69
46358,48674.15,29205.46,341382.82
46359,87983.34,30895.85,551101.84
46360,98072.69,34580.54,316600.06
46361,42361.16,28458.01,166885.91
46362,32793.4,33197.18,856824.25
46363,56277.45,29072.35,894185.36
46364,85938.71,34106.94,599766.62
46365,77320.89,34193.32,255763.63
46366,56604.42,30386.47,441621.28
46367,82528.25,27467.86,291730.65
46368,13037.48,31052.17,255099.7
46369,60218.6,30149.76,83745.65
46370,11871.44,25289.17,668405.07
46371,21245.33,25734.76,508127.34
46372,11385.3,27904.57,939028.63
46373,33947.76,30399.51,549075.09
46374,38848.26,28805.91,941586.3
46375,40589.82,30191.54,511944.39
46376,65909.06,30438.43,772196.33
46377,45213.61,34016.79,104314.2
46378,45562.33,26873.08,302971.66
46379,83722.23,33633.32,480008.94
46380,13889.79,34918.28,327636.77
46381,95971.02,27031.94,367166.16
46382,30596.72,31965.34,220494.17
46383,14432.75,26411.72,497541.41
46384,48867.14,34751.48,70959.09
46385,44969.52,25309.95,324910.94
46386,85487.11,29454.82,458686.14
46387,8045.82,33425.29,202981.99
46388,22017.55,31833.86,613444.02
46389,34421.83,26143.07,268144.42
46390,10493.69,32165.41,653819.97
46391,50723.26,31221.04,531819.58
46392,45162.88,27778.34,127567.35
46393,17370.44,26851.96,753371.85
46394,91970.03,26045.74,4269.16
46395,69214.59,28079.05,770112.35
46396,52235.78,29623.24,510999.06
46397,84426.5,29829.11,623481.35
46398,77802.72,28407.43,530367.07
46399,6341.91,33688.76,10749.24
46400,35746.95,32927.82,508293.68
46401,60806.19,32010.26,984077.96
46402,3133.7,32791.01,65402.54
46403,916.61,30281.17,919854.38
46404,8507.98,25270.11,895761.17
46405,30920.4,27658.39,429982.4
46406,57529.59,26404.45,218054.4
46407,50254.71,30316.25,717449.44
46408,88146.71,25454.05,91918.04
46409,16593.92,34570.32,50998.59
46410,10960.86,29872.02,751659.75
46411,93677.58,25037.29,164815.09
46412,64360.4,26551.23,128446.58
46413,75997.72,28250.52,331874.75
46414,43731.91,34093.17,104482.53
46415,20037.48,31336.19,804177.02
46416,34958.67,27344.6,24813.63
46417,98439.22,29310.09,194322.11
46418,54365.45,27165.27,532480.67
46419,44508.74,34423.66,174618.49
46420,57126.74,29269.77,201940.32
46421,50798.89,33038.95,681824.95
46422,16003.92,30103.56,10758.52
46423,32111.9,27292.48,129041.57
46424,62100.59,29733.59,874313.78
46425,73276.67,28393.64,990664.89
46426,6182.77,34379.25,755216.91
46427,43328.41,29141.24,426343.66
46428,42729.63,26082.47,721983.93
46429,60527.34,33975.49,646924.88
46430,58435.93,27977.05,708134.15
46431,33703.64,33510.34,619491.27
46432,32936.49,25906.15,277544.55
46433,90705.65,28056.52,901637.75
46434,8662.39,27550.5,569256.8
46435,46087.74,27860.17,369697.07
46436,77832.34,29885.14,945439.66
46437,59924.64,26532.57,22722.5
46438,58399.64,30236.82,703104.14
46439,15153.63,26218.97,873924.41
46440,73302.29,25773.93,319487.62
46441,85231.73,31785.66,227844.56
46442,75619.84,27619.32,703599.88
46443,46249.25,32007.31,202044.53
46444,78337.03,27281.61,87298.74
46445,20600.43,33695.85,699085.44
46446,66032.97,27936.29,107654.61
46447,412.37,30216.96,326235.2
46448,55042.6,34696.96,158326.72
46449,9412.5,31607.29,123471.98
46450,52308.23,34152.4,153339.94
46451,80519.21,28189.18,45379.4
46452,63579.08,32340.01,522438.76
46453,96990.58,34333.05,539282.92
46454,69090.21,26466.85,236692.43
46455,12708.27,25182.55,94910.34
46456,69925.29,33321.94,940713.4
46457,98426.89,28898.62,326873.92
46458,23021.2,33735.3,539829.23
46459,15480.09,33312.31,567886.09
46460,8332.45,34592.95,138457.08
46461,52037.68,27817.49,532398.66
46462,59064.56,29906.18,222074.65
46463,39784.91,28970.55,434402.92
46464,60333.21,25812.83,88410.61
46465,87023.88,30164.81,859261.26
46466,88439.27,28078.82,876188.36
46467,704.87,26244.42,892438.93
46468,29500.93,32435.99,525325.88
46469,13716.61,31663.32,612908.66
46470,56790.97,25509.49,184012.42
46471,69164.15,29966.33,312423.69
46472,32480.55,31480.49,518773.54
46473,61867.77,25507.29,269518.88
46474,85720.44,31614.09,451570.8
46475,61396.27,34498.07,502007.88
46476,8399.47,34253.3,397941.71
46477,2217.58,25360.71,125545.21
46478,98749.09,32434.73,253118.68
46479,63362.48,34362.18,970276.13
46480,60017.28,29913.8,343478.93
46481,1043.03,32009.96,908631.29
46482,91428.23,31530.88,991456.4
46483,80379.84,26868.56,818047.36
46484,88906.18,33213.85,3630.35
46485,44970.85,34306.61,393373.41
46486,11712.74,28588.65,397294.7
46487,97690.24,31928.57,23017.65
46488,30794.65,26793.12,19704.67
46489,85854.47,28757,573422.97
46490,19517.43,31702.64,483672.65
46491,46558.16,28205.85,111548.62
46492,17932.72,34866.79,991258.33
46493,51236.86,28978.76,93494.34
46494,25797.8,28972.03,516390.21
46495,62832.74,30291.8,340862.49
46496,16567.28,28553.2,182944.98
46497,62054.68,33986.43,409577.3
46498,76160.83,34847.98,689834.83
46499,46705.01,33093.53,691432.77
46500,43144.43,25225.05,947391.15
46501,61951.62,31854.65,521519.55
46502,86052.75,25422.2,578560.67
46503,18778.13,26803.9,763810.19
46504,61041.51,28575.14,396764.88
46505,82856.66,31515.83,577059.66
46506,88927.81,30827.64,59680.68
46507,94481.98,32298.44,523134.73
46508,66049.45,29733.67,363355.98
46509,21340.24,29653.26,58992.11
46510,67237.73,30318.76,189189.73
46511,16147.24,31260.5,903564.19
46512,52895.64,31638.9,425613.24
46513,53198.95,29481.54,394264.1
46514,71624.88,26746,297501.47
46515,23145.67,27135.91,103994.67
46516,11379.74,30220.87,572023.09
46517,93827.63,30975.47,768913.04
46518,6629.47,29087.22,484914.71
46519,76890.11,26536.38,684210.5
46520,46268.45,26571.02,427816.58
46521,55919.93,25782.28,718363.95
46522,95754.92,33166.73,469090.19
46523,81987.02,33096.71,243358.67
46524,88270.46,31324.31,197440.01
46525,2104.71,25004.53,235122.52
46526,54994.38,32109.64,902192.74
46527,41937.64,33954.6,533762.86
46528,35401.56,32156.48,50791.41
46529,24071.81,28258.95,123866.54
46530,70389.03,32716.72,262676.19
46531,13792.96,27570.33,874425.31
46532,12506.9,32229.45,330373.19
46533,13646.07,26391.68,44217.4
46534,30745.53,28778.57,619850.88
46535,90636.71,27032.29,680000.17
46536,80267.21,32393.64,102821.8
46537,72612.05,28351.13,624580.96
46538,8018.26,28857.8,955266.7
46539,21631.93,27773.64,709153.19
46540,90888.38,26851.21,708864.67
46541,29758.44,34169.12,641896.18
46542,59303.24,29321.7,219295.76
46543,17376.21,31408.8,325700.43
46544,26106.41,34444.94,224054.45
46545,77132.05,32469.73,811184.89
46546,96618.91,34699.08,414019.92
46547,39663.84,28976.73,94758.81
46548,90535.35,26397.21,727958.67
46549,88208.76,30964.84,958407.16
46550,54459.83,34434.2,788276.33
46551,93170.85,30554.2,614924.31
46552,50676.21,33759.45,357268.05
46553,48126.31,28557.37,500514.99
46554,57871.83,25494.48,291273.86
46555,50753.55,30073.77,5459.47
46556,93198.8,31287.59,676880.75
46557,71034.1,32516,224186.74
46558,69917.78,33975.52,136955.48
46559,17284.02,33117.1,348205.1
46560,87191.98,33845.2,689514.27
46561,57892.19,27736.24,723420.24
46562,34491.18,32436.67,878652.98
46563,23123.64,26643.48,484191.04
46564,37448.64,26942.78,418904.35
46565,2329.77,26232.91,984627.16
46566,77178.99,29978.69,964109.03
46567,96592.14,34475.68,310321.89
46568,71414.05,28577.15,216048.51
46569,99421.42,33988.45,215076.63
46570,1614.57,26645.72,714050.17
46571,38726.73,31791.76,330865.74
46572,88875.79,29851.28,158732.92
46573,24981.61,26670.88,7163.46
46574,66304.28,28315.34,346347.34
46575,19083.37,33351.53,126883.88
46576,43221.4,30963.54,343730.09
46577,89352.13,25676.38,825496.38
46578,76286.27,30946.26,649084.14
46579,73689.39,26300.64,935730.32
46580,24089.95,27210.12,671568.64
46581,38263.04,30834.57,182431.61
46582,87401.06,34675.13,804890.91
46583,91221.13,26119.72,963995.86
46584,45485.11,25797.28,665075.92
46585,31691.02,33811.08,677896.56
46586,95040.45,30535.14,72437.98
46587,14808.77,28736.31,89228.97
46588,99273.09,33670.42,193540.51
46589,43028.6,28616.63,563774.23
46590,34360.62,30906.61,387327.56
46591,24794.07,27766.2,103084.3
46592,27007.62,27123.67,459856.08
46593,70214.65,27534.96,557777.63
46594,52023.09,28003.16,989252.52
46595,99462.51,28160.03,945953.58
46596,85126.37,34607.04,812542.84
46597,41816.87,31776.78,880542.46
46598,75225.32,34338.37,753187.34
46599,31401.38,30670.63,636396.26
46600,82060.36,33341.57,814522.77
46601,74155.58,31825.95,141149.12
46602,74625.14,30878.22,676067.7
46603,47386.95,33109.72,898251.5
46604,15629.14,28813.45,171534.51
46605,26704.79,34937.05,913881.39
46606,14532.08,31819.63,384531.06
46607,4410.29,33486.84,370608.44
46608,95124.28,31358.64,886871.23
46609,73053.2,26788.27,224770.55
46610,24856.99,34395.58,382769
46611,35063.05,31552.13,633226.01
46612,40856.85,29709.59,788036.97
46613,53092.43,31738.95,573997.75
46614,35671.08,28988.03,583211.67
46615,41218.69,30792.08,359801.8
46616,12265.27,33092.68,177501.37
46617,5562.98,26356.32,968668.37
46618,3016.5,25918.86,533161.4
46619,26282.02,28388.19,540374.64
46620,72850.7,29529.41,534794.05
46621,79322.27,30101.52,174813.6
46622,35483.89,31212.63,753442.22
46623,75751.69,33443.15,660455.24
46624,27389.15,31234.94,60864.71
46625,84371.65,29923.63,851878.27
46626,78134.24,26048.94,268707.75
46627,39356.45,28680.58,51291.06
46628,18438.34,34515.12,83251.38
46629,7623.87,29176.53,607530.15
46630,8731.24,34204.13,720247.47
46631,70831.7,32413.54,970065.63
46632,21034.22,33297.3,484462.38
46633,26124.22,28698.82,597734.56
46634,27804.52,25406.02,14283.86
46635,18395.94,30598.58,793733.57
46636,75119.54,28707.55,849527.03
46637,44529.34,28983.66,100658.47
46638,41120.59,25592.25,662561.2
46639,41417.79,31011.34,898635.44
46640,59173.28,26745.64,918446.39
46641,7173.37,27513.95,399079.63
46642,51742.09,29679.82,406549.93
46643,5718.22,28638.83,252734
46644,9421.5,28287.02,461746.53
46645,71916.65,34469.37,392369.34
46646,81502.8,32032,658164.88
46647,38365.77,26671.57,573056.49
46648,51294.77,28011.73,743480.42
46649,6693.9,25254.19,263470.02
46650,95320.61,27717.75,867384.53
46651,56473.87,34789.1,827083.84
46652,76391.36,25925.7,138699.69
46653,66981,29623.83,415224.8
46654,61528.23,25712.64,986936.43
46655,23780.45,26817.27,591195.1
46656,73222.64,30583.78,891542.34
46657,55025.07,34674.51,126192.78
46658,31828.03,29352.78,871151.96
46659,54893.28,29345.32,370219.01
46660,47213.97,27424.45,635299.24
46661,57080.86,26218.19,689914.3
46662,42399.28,34263.19,190289.86
46663,67722.48,25726.69,807652.69
46664,3222.74,25729.67,853019.37
46665,9230.28,29502.48,214473.33
46666,45143.88,27555.63,326476.9
46667,53278.85,25827.95,455244.46
46668,61144.21,28497.31,917688.8
46669,35278.44,27275.68,348664.95
46670,53902.81,33457.02,267350.49
46671,49797.22,31619.62,406592.15
46672,85277.59,28147.55,210828.68
46673,76110.85,27323.89,813985.89
46674,79776.76,34825.5,764165.92
46675,6775.74,32159.26,791079.5
46676,22280.05,29552.89,918268.57
46677,98528.15,30049.47,572269.24
46678,10805.05,34627.67,712558.24
46679,72815.14,31491.4,637565.8
46680,58034.04,27377.45,509281.11
46681,86377.09,26049.29,716815.81
46682,9339.02,27787.02,972010.62
46683,12982.55,27684.72,56837.06
46684,65930.52,31449.07,895085.25
46685,77378.56,32259.64,208187.3
46686,54584.88,33162.9,322966.51
46687,22928.91,33026.55,335019.35
46688,85437.55,26380.16,848229.95
46689,63977.57,32800.67,503023.9
46690,79212.75,26318.83,571027.5
46691,77813.25,32755.09,66496.55
46692,39510.51,25325.82,821424.5
46693,24334.21,25330.44,913104.21
46694,70321.97,28065.05,207455.54
46695,21074.68,26404.4,88954.26
46696,35843.29,27377.58,703714.16
46697,33819.51,25660.95,291722.95
46698,85384.83,28918.34,576116.03
46699,98946.63,26175.62,900017.67
46700,47794.02,30335.09,577874.86
46701,35458.69,30713.82,653590.18
46702,85745.18,28721.94,254841.47
46703,32227.36,28955.34,372345.54
46704,12140.78,29982.31,371934.01
46705,44917.68,30942.02,83838.99
46706,19802.91,29328.77,337737.85
46707,25008.83,31873.84,916115.81
46708,96436.54,31269.56,764008.64
46709,39347.95,32813.02,380408.3
46710,49117.23,27408.87,294338.75
46711,26688.25,28524.09,196871.71
46712,45732.5,27308.49,888049.01
46713,32803.37,32457.03,533421.37
46714,89298.3,33450.49,269497.62
46715,92528.82,32908.73,342288.95
46716,79575.88,31477.73,961949.58
46717,67593.56,25507.37,722225.37
46718,41377.14,31267.09,736302.12
46719,41540.13,34720.42,700757.57
46720,31552.78,27726.12,575585
46721,35830.79,25598.48,178274.73
46722,97340.47,27434.39,522263.49
46723,70102.91,27489.41,947019.8
46724,25487.03,32354.72,267422.21
46725,65434.83,34888.5,24794.67
46726,4123.27,25497.45,54794.48
46727,85529.71,31965.64,593394.09
46728,4625.83,33994.06,15940.58
46729,31398.41,34463.14,882041.29
46730,44646.95,26892.23,549965.17
46731,26008.63,26924.53,93348.83
46732,52678.63,26867.14,82342.88
46733,9490.04,34900.04,95674.8
46734,4005.41,28570.63,815936.08
46735,18406.81,34746.38,405787.6
46736,56209.43,34506.24,14853.34
46737,4518.03,30437.31,110048.17
46738,42097.15,33094.06,352922.72
46739,16106.95,25994.17,775038.52
46740,46896.39,31638.36,923368.05
46741,58266.83,31433.38,977724.45
46742,21182.58,33481.64,338544.38
46743,59268.05,27534.16,619852.99
46744,98831.24,28632.54,933661.19
46745,99080.83,33457.38,822434.83
46746,13036.7,27763.86,92511.04
46747,44395.08,30998.13,506307.7
46748,84429.32,26620.83,622614
46749,72738.16,28231.05,97548.64
46750,33641.89,26265.02,785420.31
46751,94398.39,33778.04,275945.27
46752,8359.74,25551.86,854917.78
46753,59167.2,32859.51,586453.1
46754,86485.89,31001.45,207711.2
46755,81183.87,34680.81,667993.9
46756,99458.26,29297.82,724700.4
46757,74185.34,30352.82,967371.96
46758,57007.17,25084.33,332400.7
46759,7028.27,34556.64,71196.6
46760,47922.51,26859.1,950783.5
46761,37364.94,26407.83,779356.73
46762,98836.89,33782.72,967291.87
46763,13460.03,28511.99,304840.76
46764,37862.59,34699.04,966618.6
46765,40256.78,31021.42,117849.38
46766,18439.19,32589.43,948772.01
46767,30160.55,33456.6,316069.15
46768,96638.15,31139.68,212961.88
46769,51177.1,31834.85,387464.25
46770,49763.11,27998.92,501671.21
46771,48717.31,26376.62,382704.21
46772,69.04,32885.16,769602.95
46773,65906.5,29470.31,769711.44
46774,3694.82,31778.44,670990.4
46775,19815.26,34440.82,226358.1
46776,36623.41,31340,518.01
46777,11912.5,29860.1,634969.01
46778,85172.71,30059.72,442328.88
46779,63106.52,32470,791670.11
46780,51283.89,34605.48,429358.3
46781,98799.3,32418.65,172998.17
46782,65514.08,26618.11,892753.22
46783,63824,26432.31,279734.03
46784,25400.78,25355.04,793367.14
46785,23139.53,34329.48,540911.29
46786,15737.27,31812.15,942955.95
46787,23805.19,34573.62,846751.74
46788,59784.09,25193.75,748220.74
46789,72570.28,31082.96,989225.06
46790,23135.16,32960.3,49699.71
46791,6261.94,29999.06,951572.42
46792,63124.71,27255.56,229586.6
46793,41452.78,28172.84,607332.23
46794,51439.37,34016.54,873923.79
46795,62771.27,34289.46,265355.64
46796,42276.09,32922.82,560078.93
46797,37189.88,26914.55,646899.6
46798,59600.82,33065.08,125753.86
46799,72954.75,30317.35,623003.97
46800,48965.85,26196.08,782186.75
46801,90905.2,32478.28,310815.15
46802,16858.06,29673.47,500062.97
46803,29593.12,25155.76,905963.67
46804,43970.79,29645.01,416045.29
46805,49689.55,25813.74,330409.84
46806,34305.8,27688.85,757260.82
46807,8879.55,32790.35,227177.65
46808,23219.1,28058.64,273765.87
46809,19301.09,34608.31,346720.1
46810,61468.71,31990.41,378365.6
46811,5208.49,31221.11,258940.01
46812,12528.49,34515.78,889148.07
46813,72675.4,27905.85,122087.4
46814,25234.09,31260.29,472021.58
46815,97570.77,34636.9,814988.05
46816,26208.11,28118.18,883225.48
46817,90548.82,29102.42,677625.96
46818,78817.7,30949.28,819675.55
46819,92878.41,33715.19,203000
46820,92976.14,27138.19,874613.81
46821,15596.48,25213.31,858768.03
46822,26038.57,33854.24,733259.74
46823,73517.09,27032.51,391389.76
46824,83306.27,25940.64,676965.57
46825,71952.18,27158.4,211201.92
46826,22463.69,25694.07,297048.42
46827,68491.49,34064.43,734969.54
46828,61558.25,27857.22,575360.31
46829,73118.73,32675.32,652904.78
46830,5263.99,25749.08,486856.79
46831,29148.17,33465.78,928889.74
46832,18851.78,28485.45,93435.63
46833,51169.68,34642.58,512001.44
46834,12540.13,28780.25,581129.1
46835,94452.33,31222.77,486963.45
46836,701.71,26773.59,56265.3
46837,39805.27,30642.32,970732.38
46838,8624.39,34762.29,906521.25
46839,4945.76,34267.53,457151.65
46840,99368.64,31951.55,20433.86
46841,96262.13,26290.62,562221.38
46842,76435.9,28345.38,30346.03
46843,27249.57,32638.07,703779.17
46844,71858.02,25867.18,743794.26
46845,1372.68,32779.2,875834.77
46846,38361.48,30483.06,781552.62
46847,94753.07,31083.96,727887.78
46848,15476.91,34077.07,563632.82
46849,64610.6,26727.94,113321.18
46850,8096.34,32513.51,316946.73
46851,25461.23,26571.5,162500.7
46852,71413.18,33058.9,981475.82
46853,58688.55,31338.45,474167.67
46854,30179.58,32628.59,436416.18
46855,85861.48,26801.56,10368.51
46856,92275.28,25725.62,585359.91
46857,90858.14,30741.53,5424.25
46858,94126.95,25855.83,640815.69
46859,68008.9,30178.88,380114.04
46860,72454.31,25016.65,174568.29
46861,5292.09,26069.24,152234.98
46862,13636.6,31770.6,72484.73
46863,2415.55,33983.92,808975.17
46864,13862.74,33040.93,23372.21
46865,3960.41,27947.4,455311.13
46866,64179.95,27099.82,488842.76
46867,40358.28,33291.76,9056.7
46868,50196.19,28207.61,838333.66
46869,68174.59,25680.32,786259.99
46870,61210.32,25329.59,625799.85
46871,61989.49,26646.62,303144.58
46872,93996.59,33422.9,212059.31
46873,90850.04,33782.55,219822.12
46874,53371.91,27208.98,844247.67
46875,88866.16,27318.7,500332.32
46876,28139.45,33846.52,684834.65
46877,37477.66,31316.67,419887.3
46878,70820.3,33039.68,128156.15
46879,37416.36,31304.62,773773.5
46880,81491.78,27317.6,821423.72
46881,95384.19,26295.75,747109.51
46882,77481.82,32897.06,808922.31
46883,76426.2,34907.83,567561.4
46884,60180.01,28990.66,914654.79
46885,12098.83,34317.95,146253.37
46886,47354.14,34125.17,662734.46
46887,80408.11,33358.73,320368.49
46888,39924.31,30954.65,628704.88
46889,98117.41,33042.43,714062.08
46890,33124.17,33210.71,964758.49
46891,76018.34,34406.17,911510.38
46892,79956.13,27516.97,257835.01
46893,15419.38,31086.66,669946.85
46894,11176.22,34803.63,570283.51
46895,95338.9,27181.37,521943.89
46896,96905.26,29597.85,226065.05
46897,42551.43,27741.08,429649.43
46898,59049.3,26668.6,969693.14
46899,86330.82,27478.25,51109.23
46900,43476.05,34448.08,138338.7
46901,11850.21,27221.39,750580.58
46902,43866.84,28628.86,882963.44
46903,15385.11,25056.21,369307.26
46904,66976.22,31691.89,741216.56
46905,64034.29,26315.17,558442.41
46906,86034,33803.84,634006.5
46907,37184.67,25262.37,992435.58
46908,11071.2,31881.35,410177.61
46909,39935.82,28152.55,633937.12
46910,87742.86,27419.87,20843.77
46911,57660.54,26554.05,118385.56
46912,11575.68,28188.95,502947.35
46913,34016.71,28470.49,794613.26
46914,60829.56,31265.17,103332.58
46915,52183.88,30757.04,451106.28
46916,7480.93,33554.85,565974.2
46917,49253.13,33316.56,777595.98
46918,19018.52,34953.2,245526
46919,7550.15,29710.4,61562.63
46920,65721.31,33564.94,240160.79
46921,72883.81,30628.78,616213.1
46922,78928.98,32987.49,686247.71
46923,45792.64,27752.23,372637.01
46924,58485.92,25015.73,100491.64
46925,62164.2,31995.23,847198.89
46926,73822.75,28149.42,814313.37
46927,16948.16,32792.03,638938.27
46928,40227.01,34318.77,845514.38
46929,24852.07,34426.24,486140.62
46930,79808.11,30640.9,392004.56
46931,18135.57,30516.17,428752.56
46932,93230.66,30137.27,965134.62
46933,80388.62,25140.9,706067.67
46934,56153.79,26845.73,963487
46935,85674,25661,710289.9
46936,42153.94,29930.87,94043.07
46937,12709.94,31355.07,234751.72
46938,26380.51,31894.92,70009.74
46939,10592.77,28540.62,258056.81
46940,44566.29,28901.31,753447.91
46941,49357.38,28100.02,16499.95
46942,12318.83,33236.96,828546.34
46943,65432.13,32128.89,89530.99
46944,78919.88,29976.21,927048.77
46945,39514.41,33738.32,333076.75
46946,59267.52,26575.2,621181.43
46947,83907.73,30447.64,496759.95
46948,93923.42,33836.41,866349.72
46949,40528.79,29951.56,660833.13
46950,1279.3,26333.82,614847.67
46951,15335.34,32362.89,115857.59
46952,58699.14,27882.29,343437.19
46953,76599.88,31396.33,440999.8
46954,82371.22,26645.3,894532.38
46955,52886.75,27082.62,479162.24
46956,38569.44,30403.67,387575.93
46957,3333.17,27894.24,752528.89
46958,7418.51,32494.34,364211
46959,55635.93,28036.92,670522.67
46960,53924.02,29341.37,540555.46
46961,90488.02,27094.94,448921.09
46962,10958.89,34878.39,622329.22
46963,5493.02,27309.95,412616.82
46964,82995.36,31695.56,389276.21
46965,48091.73,26627.65,804573.54
46966,84515.43,32899.56,303512.19
46967,33433.02,30979.65,919774.95
46968,45640.29,29311.34,696271.66
46969,43082.53,34566.67,724231.78
46970,41695.27,30566.35,173401.5
46971,72752.15,28131.8,677590.81
46972,18940.53,31813.09,487767.01
46973,34552.25,25717.11,38959.58
46974,63053.79,27225.05,221666.22
46975,42483.73,29230.95,607043.86
46976,57399.09,31139.17,655068.64
46977,35908.39,27696.33,536757.82
46978,72587.45,28509.76,165030.5
46979,32445.73,26997.67,555254.38
46980,44750.78,28902.23,912810.25
46981,61836.02,30607.15,814602.15
46982,9259.83,34340.05,528069.96
46983,43286.08,31351.23,695018.16
46984,8882.37,30057.66,470774.09
46985,697.37,31988.62,730406.81
46986,2340.79,30486.27,177151.56
46987,36199.06,25382.07,376777.24
46988,3235.05,31882.33,915306.53
46989,15764.13,29145.06,593415.53
46990,60330.93,33942.32,627843.77
46991,45299.85,32809.21,459953.33
46992,57562.85,25006.45,613206.56
46993,92189.45,28933.76,429112.23
46994,39379.47,32815.48,653225.83
46995,92245.74,31794.99,771767.01
46996,24568.81,27798.74,858691.22
46997,93490.21,32310.28,931899.8
46998,36722.21,28574.63,757409.35
46999,74177.42,32452.33,103118.27
47000,28291.77,33112.26,518866.35
47001,36756.19,33458.81,193579.09
47002,65534.32,29588.59,754467.78
47003,17081.77,32747.06,517826.53
47004,84389.25,25044.25,957191.65
47005,96569.69,34938.36,278988.44
47006,23292.57,30678.77,206092.12
47007,41245.03,30752.59,476580.37
47008,85156.54,28003.84,687168.55
47009,3341.92,30902.48,708517.62
47010,48945.44,30753.42,259319.07
47011,38398.89,26786.47,400399.39
47012,36507.31,29368.28,43174.46
47013,14606.55,30119.97,613670.07
47014,72547.12,28493.26,288166.53
47015,59929.84,30619.6,866637.25
47016,60829.64,30496.57,769715.33
47017,8781.5,27667.61,415620.76
47018,19542.21,32717.93,922130.05
47019,45599.34,32549.45,741436.53
47020,28677.58,28183.77,211953.97
47021,28370.68,33186.06,505708.75
47022,34731.24,31322.98,94326.17
47023,89212.65,30674.86,951708.31
47024,6466.25,28560.37,564437.78
47025,43866.25,34782.06,448858.07
47026,66564.02,32575.95,972208.5
47027,60553.54,29821.14,588019.95
47028,34814.72,34189.32,671117.24
47029,35600.4,30071.44,650093.66
47030,21804.87,32395.65,152673.13
47031,10467.08,29963.34,523380.43
47032,22398.1,26983.79,894235.77
47033,16549.59,32952.15,736670.46
47034,12488.74,30093.98,438772.84
47035,96233.59,33113.57,828655.4
47036,80796.75,25426.8,875011.39
47037,21793.05,26821.19,96541.09
47038,92.34,33329.47,256639.48
47039,90717.53,25024.05,113000.55
47040,28120.87,33610.26,299326.92
47041,1516.97,33101.42,999701.45
47042,45271.92,34360.75,754520.63
47043,14811.79,33893.35,524924.47
47044,38942.63,25570.76,832139.98
47045,55052.59,33564.26,419605.21
47046,8085.9,29093.21,868340.38
47047,45512.66,33235.22,403001.33
47048,29753.46,28165.06,728498.11
47049,68536.7,25189.23,183195.1
47050,83619.88,32086.56,734386.24
47051,83797.13,32423.16,229994.14
47052,15700.36,29716.08,779454.23
47053,49559.66,26187.43,516416.23
47054,37770.26,32212.34,506433.1
47055,70677.07,32974.44,308137.01
47056,43867.75,33085.64,887545.08
47057,49405.45,26219.5,93410.83
47058,78005.41,27280.86,682187.64
47059,87700.13,32533.39,561931.02
47060,35218.76,34634.38,604487.37
47061,96461.43,34008.62,37064.13
47062,75071.55,31326.75,402338.44
47063,20082.69,32710.57,145196.32
47064,16092.92,34290.73,799075.89
47065,90723.7,32676.13,572255.63
47066,43589.32,32705.16,156445.25
47067,93997.9,33403.03,57646.58
47068,44121.65,29918.26,854439.76
47069,16461.77,30188.99,43374.42
47070,67114.34,34263.36,305082.01
47071,90012.37,28263.32,110988.38
47072,88338.07,30918.74,528025.43
47073,57421.74,33766.42,441365.41
47074,74079.67,25672.96,397817.27
47075,92666.23,31438.52,927886.85
