r,delta,theta,fecha_pos,id_pos
899.21,689.23,378.73,1990-10-04,221
556.68,193.84,139.97,1987-09-09,471
758.3,385.4,518,2005-01-26,940
390.85,451.88,885.26,1998-03-16,526
535.16,476.93,377.96,2014-12-09,583
260.11,325.3,802.33,1922-10-11,291
757.95,925.66,303.59,1967-07-29,518
369.73,212.36,684.78,1968-03-28,844
754.63,58.99,761.5,1931-03-03,162
392.21,673.51,443.22,1952-10-05,803
472.73,354.53,506.69,1908-11-10,627
623.22,313.03,610.37,1915-09-10,323
307.34,497.62,395.85,1937-10-04,504
233.96,879.85,668.3,2000-02-09,47
168.92,67.58,403.74,1973-10-30,669
832.86,558.19,319.76,1964-10-16,505
595.46,589.42,90.86,1949-06-19,552
516.05,59.68,526.38,1980-12-26,4
802.28,852.65,368.02,1918-04-22,177
241.58,32.77,81.78,1924-10-01,365
781.95,994.34,749.03,1987-08-04,804
198.14,828.23,649.22,1987-03-29,7
244.86,743.22,424.88,1907-07-22,272
798.87,831.85,314.97,1961-04-22,224
233.82,442.54,266.85,1973-03-29,100
458.6,654.06,236.04,1928-11-07,914
319.45,541.84,462.17,1972-07-30,663
219.07,91.41,721.92,1939-11-04,854
17.24,732.36,77.5,1953-11-12,627
613.75,852.56,190.33,1911-01-03,648
698.57,621.06,104.49,1971-04-22,286
259.78,272.07,903.56,1919-05-16,240
249.33,926.82,980.75,1928-08-26,480
107.36,333.48,311.01,2000-05-11,473
309.94,998.68,842.98,1960-05-14,66
13.96,550.41,754.05,1940-08-19,702
907.67,228.71,444.8,2015-01-14,349
819.82,518.89,168.77,1915-06-12,914
593.2,268.01,523.06,1961-11-03,157
453.09,938.9,473.76,1996-06-26,942
141.51,48.48,767.14,1968-11-22,281
692.39,567.97,698.95,1916-11-22,630
573.54,826.39,268.07,1961-08-30,226
666.69,759.69,407.55,1903-02-28,507
319.74,568.91,174.02,1968-11-27,905
941.31,499.79,530.16,2003-11-06,445
431,796.83,662.44,1975-05-30,233
158.31,961.24,847.67,2006-07-30,74
260.55,252.1,647.78,1980-09-03,252
192.18,191.62,784.88,1929-02-06,237
970.98,822.07,812.9,1981-02-05,822
661.8,390.17,849.57,1980-07-19,168
314.62,454.45,930.68,1963-12-30,697
676.92,599.79,675.32,1977-02-26,711
79.56,156.5,860.66,1963-06-26,254
173.34,529.49,162.35,1956-12-07,342
163.54,208.15,570.19,2014-12-23,659
177.08,458.84,631.69,1927-04-30,288
433.99,882.7,568.87,1914-05-26,117
303.23,813.63,136.24,1905-07-04,157
583.64,19,237.79,1956-03-18,878
270.99,945.11,936.5,1957-12-20,613
965.04,923.19,595.12,1949-08-30,373
770.1,229.86,466.84,1900-02-22,331
474.02,100.02,132.33,1959-05-09,304
788.43,561.58,583.22,1964-06-30,799
672.09,971.66,864.81,1913-08-15,682
373.3,421.64,890.51,1948-04-08,232
806.86,369.4,77.79,2015-04-12,154
830.11,521.85,36.22,1921-12-10,19
127.12,879.42,896.87,1997-02-21,582
459.01,267.28,848.71,1954-10-17,671
799.84,709.4,359.32,1908-08-09,24
754.51,518.24,168.61,1960-06-28,841
733.63,132.73,599.3,1940-01-15,897
170.13,928.53,296.98,1979-11-25,657
651.04,78.04,409.45,1912-03-10,485
737.21,660.99,847.15,1983-11-30,569
85.41,925.73,985.11,1949-07-16,428
496.26,59.17,691.5,1959-09-05,292
768.09,164.89,133.84,1981-09-19,829
600.41,190.2,338.14,1904-10-13,562
340.48,561.87,315.37,1928-09-22,641
468.16,498.05,988.14,1972-03-04,409
318.05,860.8,408.2,2007-11-12,485
856.99,274.33,680.69,1902-05-02,173
497.68,314.47,767.84,2000-04-06,853
721.18,940.92,404.04,1901-04-01,904
596.41,414.86,911.23,1937-03-29,799
425.06,957.48,954.09,1915-04-11,139
362.95,667.09,879.93,1914-03-11,227
898.16,6.81,322.83,1930-08-12,3
339.1,734.95,293,1952-09-21,101
823.04,907.71,564.33,1937-10-10,869
234.34,27.9,624.75,1908-04-18,720
593.63,92.15,596.75,1936-02-21,658
124.37,500,234,1944-09-13,53
837.46,926.68,237.9,1902-11-21,787
418.77,675.24,159.93,1978-10-25,419
344.01,262.5,348.55,1919-10-25,168
285.98,641.43,872.89,1990-10-26,544
665.73,320.04,383.76,1962-01-12,528
247.88,943.48,200.09,1966-10-21,594
84.16,29.97,844.45,1934-10-22,855
816,628.15,258.34,1987-11-30,472
431.27,786.74,323.47,1966-03-21,246
460.54,548.19,639.91,1902-09-06,320
607.99,586.71,687.82,1962-01-18,375
549.23,258.14,359.97,1922-03-24,649
975.16,397.77,704.59,1911-07-09,490
783.77,514.88,84.24,1965-07-25,425
988.1,125.47,298.65,1933-11-30,912
648.48,751.72,976.86,1947-01-22,120
313.19,259.98,210.81,1966-07-07,235
545.77,941.2,827.95,1990-05-17,127
477.58,412.36,354.98,1951-05-04,625
850.77,534.67,295.35,2013-01-10,922
934.27,127.1,768.25,1907-06-23,678
367.76,455.73,694.18,1927-10-30,607
545.69,678.83,582.48,1904-04-03,284
623.01,531.24,455.37,1957-05-19,526
494.86,639.05,148.06,1925-03-22,306
902.08,739.17,283.14,1912-07-29,795
432.7,930.16,673.08,1939-11-27,103
966.85,406.1,931.74,1981-12-22,448
374.33,469.91,552.84,1931-05-23,608
889.29,886.49,320.45,2012-04-20,704
737.49,587.86,181.6,1963-05-24,587
717.28,393.46,264.02,1927-05-15,328
643.75,806.39,850.02,1944-08-07,399
714.03,763.45,876.58,1950-02-14,41
563.35,509.27,769.66,2013-03-21,891
723.74,763.12,127.34,1923-08-11,83
461.61,375.8,199.97,1997-08-03,386
241.93,106.37,776.33,1965-08-16,226
968.28,997.67,754.63,1911-04-21,176
195.03,586.26,91.01,1955-12-17,145
620.47,583.28,769.24,1905-04-04,249
166.55,545.14,275,1945-11-06,726
846.44,806.57,6.59,2019-04-12,368
661.46,384.36,401.41,1900-01-04,789
103.7,707.6,551.39,1915-06-11,713
614.47,69.6,772.69,1998-03-23,246
378.18,891.12,836.58,2009-08-05,806
629.15,330.93,803.15,1916-11-19,778
678.26,774.11,74.19,1948-05-03,745
934.6,175.06,817.06,1918-01-11,382
801.07,646.94,541.82,1992-06-24,325
193.03,870.35,882.28,1911-08-06,491
433.41,286.01,157.41,1913-06-30,444
993.82,344.63,632,1999-02-20,989
482.73,295.23,375.76,1977-05-09,909
731.9,174.07,249.28,1918-01-14,494
776.58,785.31,28.53,2005-04-14,101
569.78,93.68,194.05,1933-03-10,552
545.14,667.03,190.56,1909-05-19,249
717.06,852.44,177.94,2009-12-07,481
103.33,344.09,155.32,1987-08-20,753
562.14,752.67,94.39,1996-02-27,921
771.38,922.55,605.73,1960-09-17,676
843.38,723.42,781.05,2006-11-04,470
992.78,704.84,672.04,1913-11-18,371
867.15,29.48,610.18,1929-04-04,328
783.06,799.9,989.44,1910-07-04,615
366.26,675.3,839.75,1992-06-26,278
224.37,60.32,127.59,1941-05-22,170
921.61,316.12,976.17,1921-04-14,2
84.67,17.19,299.55,1918-07-15,532
746.68,981.15,552.93,2009-08-19,523
768.42,410.16,133.17,1915-09-23,50
463.44,721.76,425.69,1960-12-03,389
853.59,624.63,255.73,1900-06-19,818
311.77,128.02,559.18,1955-07-05,66
318.19,159.04,870.28,1922-11-08,114
177.41,445.77,782.34,2004-07-19,202
248.51,827.57,194.49,1932-04-26,29
481.95,959.36,995.97,2016-04-05,891
350.65,697.15,224.08,1936-10-16,698
608.61,194.38,68.68,2002-11-13,211
40.71,167.96,243.93,2003-03-27,576
647.66,310.49,936.38,1940-12-26,375
675.13,887.18,352.21,2001-11-05,675
951.99,298.85,503.53,1970-09-28,109
581.7,513.31,277.8,1909-07-04,360
949.78,51.68,248.96,2018-05-15,506
41.52,148.33,320.84,1974-10-07,841
600.09,931.77,931.11,1988-01-04,468
689.9,954.43,382.5,1909-05-22,731
185.62,632.49,57.82,1904-05-25,522
217.26,707.42,62.73,1901-04-01,350
105.75,593.32,445.04,1956-01-10,585
958.92,916.25,930.78,2014-01-25,503
599.87,158.48,869.36,1906-08-27,863
180.76,666.43,294.62,1911-01-08,96
664.12,903.19,58.93,1973-08-30,890
208.26,999.77,181.5,1944-11-28,114
551.66,221.46,81.75,1923-06-03,429
149.73,86.53,944.48,1990-10-12,389
813.27,638.16,997.19,1910-01-06,508
585.2,705.64,499.46,2017-09-27,493
772.2,527.3,781.72,1905-11-24,880
216.44,336.63,89.44,1972-09-17,437
194.66,827.22,667.18,1915-06-22,194
404.01,618.45,147.68,2017-01-25,960
379.01,696.86,740.02,1920-03-05,547
329.15,373.53,482.77,1938-11-04,678
506.52,920.42,572.73,1909-10-10,826
620.85,423.63,592.85,2004-04-15,669
936.54,201.31,697.15,1980-02-18,819
133.67,916.55,440.81,1960-12-17,64
150.24,139.5,822.75,1932-09-02,748
614.35,124.26,892.51,1949-08-02,650
570.72,238.92,912.07,1959-11-03,191
907.32,236.86,51.47,2000-08-12,288
523.98,211.85,271.18,1939-06-05,98
378.61,401.86,232.73,1904-02-05,942
856.61,420.23,387.82,1930-11-11,710
361.03,781.84,851.2,1911-02-11,114
439.21,138.08,512.7,1942-08-26,126
187.65,717.4,957.25,1926-02-28,489
679.56,362.62,558.07,1957-03-28,120
89.31,997.74,979.47,1917-05-19,123
263.95,59.83,467.85,1982-10-20,386
198.76,885.16,51.36,1957-11-04,391
255.44,356.5,725.92,1996-12-02,384
958.02,981.15,185.66,2018-10-28,507
334.55,797.46,322.95,1931-09-15,791
310.24,360.43,313.65,1932-08-15,991
232.07,299.92,488.1,2009-01-17,902
156.68,835.56,762.96,1955-05-07,628
766.21,942.8,866.99,1976-11-22,648
121,797.32,130.88,2011-04-25,507
197.91,758.28,976.05,2016-02-15,421
524.41,942.02,785.87,2004-10-13,472
320.72,68.65,676.46,1959-08-26,812
282.13,519.03,279.47,1976-03-05,639
476.32,172.69,363.5,1995-07-29,490
228.82,815.98,249.29,2000-09-26,508
738.22,201.25,978.43,1903-10-13,821
614.35,769.8,761.88,2008-11-04,269
697.33,852.72,663.65,1976-09-20,493
636.45,31.53,398.19,1934-08-24,94
618.53,576.49,271.47,2014-04-27,234
753.26,456.17,346.24,1952-12-06,628
991.05,2.05,848.21,2009-07-26,498
258.88,405.58,721.91,1998-07-23,933
483.41,260.14,222.27,1924-10-12,891
990.9,841.32,970.08,1946-09-27,96
201.88,630.96,487.14,1912-03-09,635
901.63,462.84,572.54,1969-12-03,648
513.26,535.44,222.67,1918-02-27,642
291.81,970.85,425.8,1917-07-28,589
252.64,693.87,225.3,1942-11-19,490
319.84,423.89,658.55,1906-04-25,667
506.55,490.91,541.34,1939-03-28,888
514.98,318.97,41.74,1911-09-15,276
608.85,689.19,773.54,1931-02-24,903
957.83,412.51,74.94,1991-02-18,990
86.38,395.98,527.76,1957-09-23,658
206.52,584.81,541.77,1930-01-09,986
279.42,871.62,576.07,1967-07-16,401
825.6,320.24,529.91,1938-03-07,411
49.2,903.5,328.15,1933-11-28,687
354.37,938.94,646.94,1960-10-07,482
775.58,652.92,338.04,2007-10-24,931
400.72,30.5,961.47,1919-11-09,232
416.2,218.51,774.47,1919-04-01,426
834.87,760.92,456.5,2009-02-01,584
915.05,839.25,55.71,1905-12-21,851
481.13,245.43,277.05,1906-06-30,405
90.73,870.5,633,1910-03-07,339
401.76,669.16,58.88,1999-06-30,943
383.85,577.85,485.91,2009-10-14,548
827.64,1.25,421.69,1938-06-13,534
186.09,700.81,971.55,1977-02-19,2
480.51,536.28,358.19,2009-08-06,819
439.99,660.52,454.2,1974-09-08,334
858.89,487.77,723.75,1953-11-16,372
908.66,837.26,285.01,1922-09-05,391
978.05,874.02,270.61,1942-06-26,959
217.76,406.18,465.45,1953-08-08,364
101.91,724.65,632.87,1946-12-31,611
365.46,529.25,443.36,1926-12-29,302
946.02,611.96,910.09,1908-05-08,113
852.59,193.66,208.74,1962-06-08,662
48.01,54.08,787.67,1933-07-28,917
253.04,655.23,985.04,1938-07-10,614
618.63,317.7,775.03,1918-03-28,651
206.62,328.35,353.04,2001-05-08,176
714.87,375.59,61.47,1944-12-11,808
173.18,814.59,381.5,1915-06-28,210
7.97,237.73,709.09,1936-05-27,211
147.56,151.3,640.05,2013-08-01,615
669.39,276.12,466.32,1918-06-28,716
70.29,548.85,653.31,2011-03-28,375
688.64,268.81,68.45,1940-02-11,31
529.28,14.27,144.86,1990-12-27,901
785.78,839.24,672.64,1962-08-15,375
343.81,523.2,588.65,2009-05-14,17
30.81,200.62,295.47,1991-02-03,862
65.33,773.75,406.96,1933-03-12,939
224.29,574.37,538.56,2009-09-23,116
275.3,985.48,627.1,1985-03-18,176
674.24,566.89,964.8,1976-02-26,148
146.13,694.71,452.9,1994-03-16,978
739.85,870.34,508.85,1931-01-03,560
951.37,407.01,882.56,1930-07-14,920
74.71,319.81,787.92,1910-04-11,740
907.72,690.06,840.7,1972-05-27,143
251.02,644.06,389.38,1918-12-31,334
616.58,595.63,345.64,1956-03-19,660
494.61,649.82,66.97,1915-07-18,857
176.72,598.21,376.26,2018-08-08,356
781.86,395.56,759.54,1972-10-05,951
544.17,6.35,769.8,2007-05-01,707
368.24,22.12,158.64,1947-06-26,944
176.39,745.21,481.59,1985-12-23,469
903.31,806.94,328.57,1959-06-10,429
771.81,851.06,870.55,1901-03-10,823
148.97,521.81,75.84,1972-04-07,737
357.48,678.74,166.32,1982-04-06,1
702.23,585.01,23.3,1926-02-01,894
312.27,799.6,400.04,1985-06-22,69
186.33,102.28,137.61,1982-03-02,48
288.72,925.88,94.6,2002-12-06,953
972.06,33.18,608.65,1924-08-19,440
680.19,451.94,666.02,1946-05-27,576
278.41,908.58,112.9,1908-08-15,815
991.45,175.34,799.75,1983-10-29,405
193.52,132.12,948.68,1994-07-19,187
467.79,781.13,565.72,1996-08-01,928
155.19,522.96,483.18,1934-02-21,581
411.45,334.19,362.27,1928-11-15,363
1000.88,371.38,297.36,1916-11-29,744
689.16,675.83,959.69,1938-06-13,397
758.56,855.65,296.65,1934-12-14,992
585.55,821.8,608.72,1925-09-23,495
742.8,291.71,596.92,2008-11-16,584
302.74,613.36,773.96,1963-02-06,761
333.03,902.81,247.79,1944-12-04,379
958.09,298.66,989.67,1919-02-08,631
237.05,45.22,275.1,1924-02-19,502
578.15,497.11,511.66,1914-01-29,648
949.87,418.3,463.65,1952-01-27,975
695.04,430.83,705.27,2009-05-26,942
568.77,860.81,542.29,1956-12-14,951
859.91,702.67,85.72,2014-06-02,295
845.31,995.32,82.8,1912-06-24,105
805.88,374.43,627.03,1952-05-25,816
570.45,28.46,314.69,2016-12-05,816
340.57,902.07,816.92,1951-08-20,957
429.74,301.36,207.99,1971-04-03,173
697.07,885.01,696.27,1983-12-18,722
180.7,619.9,811.31,1952-08-09,959
772.6,660.45,419.9,1986-11-23,78
469.3,948.46,64.59,1917-06-06,810
840.14,813.85,944.93,1977-08-02,725
223.08,913.02,329.89,1934-03-30,542
929.07,655.12,950.2,2018-05-18,222
715.32,354.33,876.43,1962-01-04,969
741.04,735.28,682.73,1919-03-09,338
856.24,13.79,716.4,1975-09-06,382
989.64,283.56,830.65,1972-01-01,281
185.65,691.44,330.17,1954-09-05,789
679.44,29.56,183.09,1943-07-25,352
320.36,370.32,195.98,1988-09-05,54
175.2,441.19,592,1983-03-13,229
280.2,552.75,205.7,1969-01-15,35
599.47,213.82,865.27,2002-10-31,878
645.95,18.64,35.39,1928-10-20,772
130.42,765.85,13.41,2007-12-03,50
550.92,793.18,7.28,1999-05-10,600
206.95,595.99,81.86,1950-09-03,42
363.59,178.31,420.59,1985-10-05,202
44.9,382.75,558.81,1900-11-13,439
58.99,405.47,208.34,1997-01-19,732
480.24,89.22,302.65,1981-07-09,174
795.92,356.58,525.45,2019-12-10,287
174.55,421.73,582.19,1960-12-10,933
782.04,752.97,400.11,1934-03-04,603
7.33,413.87,796.08,1974-08-05,139
338.35,121.61,910.34,1933-03-19,103
523.67,356.49,451.67,1964-01-26,942
106.48,317.3,569.54,1925-09-17,529
352.13,351.26,37.65,1993-03-02,396
669.46,518.45,264.21,1954-01-15,341
519.04,245.84,478.41,1993-01-10,512
273.72,577.53,939.97,2019-05-19,258
707.51,537.02,293.87,2018-06-07,394
819.62,749.37,904.3,2009-06-14,726
446.8,552.94,510.72,1944-09-21,284
559.11,841.08,352.27,1957-09-15,484
341.22,374.22,559.68,1915-11-20,269
231.35,996.17,791.77,1978-05-25,871
907.54,664.96,147.96,1913-03-14,846
117.8,382.3,16.5,1925-11-11,487
442.84,281.97,467.23,1909-06-16,83
680.22,109.36,679.1,1924-03-11,951
923.34,828.09,595.78,1979-08-17,50
543.27,627.43,947.11,1903-04-13,272
586.4,512.61,404.75,2015-03-12,304
66.16,882.49,82.45,1962-07-05,806
266.02,132.15,750.43,1983-01-06,211
230.08,90.18,742.54,1972-03-11,551
675.27,162.34,713.49,1950-10-28,892
488.65,728.82,576.21,1925-03-07,805
860.36,488.85,257.58,1909-06-10,601
939,368.24,547.59,1984-11-24,799
233.44,184.13,67.54,1975-07-09,469
939.1,697.15,198.86,1973-11-14,55
152.43,817.4,765.39,1958-08-27,929
565.57,727.21,66.75,2006-10-20,740
324.96,943.51,28.97,1951-12-15,493
592.15,954.85,972.19,1957-07-15,282
625.69,170.42,215.11,1907-09-08,490
330.08,218.7,695.76,1994-10-09,659
912.14,637.75,241.81,2002-01-11,191
217.33,308.1,633.96,1987-09-20,564
299.53,315.7,382.17,2004-08-25,893
152.34,563.81,129.39,1962-11-26,951
929.84,42.87,330.02,1918-06-19,888
673.99,379.07,530.96,1916-02-02,189
396.12,35.17,506.48,1984-11-30,361
697.9,285.9,180.19,1937-11-17,384
220.83,618.87,162.25,2001-10-21,738
286.28,429.49,603.33,1914-05-07,849
358.97,22.53,195.13,1965-04-22,304
325.29,287.8,681.86,1913-11-15,420
617.83,760.14,223.3,1982-08-27,959
686.38,50.24,504.19,1932-03-08,747
798.59,950.27,377.71,1978-05-19,354
821.86,149.36,962.19,1945-02-12,762
673.55,661.58,769.73,1943-09-10,695
444.11,36.04,538.65,1904-10-09,494
283.18,567.2,567.42,1963-08-25,930
730.37,185.7,470.88,1905-09-01,96
668.26,913.19,52.37,1978-10-26,392
993.27,640.73,218.01,1902-05-30,370
756.12,850.23,227,1993-01-31,42
783.65,465.02,955.46,1909-02-23,160
977.04,551.54,599.84,1984-09-13,491
209.43,555.24,114.7,2014-08-09,841
20.93,567.83,96.42,1927-04-19,261
517.17,732.47,996.67,2003-06-05,108
571.08,733.84,266.26,2018-09-05,33
36.91,546.38,968.01,2006-10-29,868
357.51,285.69,825.98,1917-08-30,557
671.19,529.24,493.61,1918-07-09,402
263.25,154.31,640.6,1916-08-25,830
590.88,101.08,271.05,1999-08-23,200
749.61,312.6,133.71,1918-09-07,863
121.4,763.02,847.43,1963-05-02,315
138.94,748.6,988.27,1996-01-26,396
335.71,127.34,222.17,1908-11-11,621
753.27,351.15,44.02,2015-01-03,780
884.06,163.82,825.49,1930-07-30,584
550.19,426.47,900.94,1952-12-03,28
802.89,565.82,917.75,2004-01-22,474
112.58,616.44,792.89,1944-06-06,504
26.88,419.8,158.44,1980-12-25,350
629.28,18.86,721.3,2009-03-16,786
142.53,465.26,373.98,2000-08-26,102
517.45,291.14,782.87,1915-07-15,167
335.16,724.64,6.84,1982-09-03,305
121.85,578.96,938.16,1970-08-19,420
328.55,699.1,110,1908-01-03,740
632.69,95.93,321.05,1996-02-25,112
25.18,99.89,270.3,1944-01-28,35
334.12,911.12,493.77,1996-11-20,887
81.07,521.74,72.89,1922-02-28,234
68.44,698.69,672.15,1991-11-02,685
767.87,691.19,328.69,1941-11-11,948
57.26,935.49,482.19,1987-02-11,416
970.99,418.51,174.56,1952-04-07,894
84.04,619.31,264.28,1913-02-12,467
10.37,95.95,347.2,1945-04-30,933
701.7,462.07,943.44,2017-08-25,323
121.11,215.92,377.35,1908-12-06,551
655.49,243.1,881.84,1937-12-21,103
431.87,528.56,212.91,2014-09-10,358
282.68,561.6,927.8,2013-07-15,299
892.08,255.21,347.73,1920-02-04,806
913.76,607.99,516.46,1909-09-30,829
691.8,636.1,365.64,1933-01-01,545
526.29,948.02,232.94,1948-09-30,906
467.79,187.22,721.58,1978-07-19,651
829.55,463.57,384.34,1922-04-27,974
676.67,857.1,109.04,2019-10-15,665
290.68,895.15,966.26,1947-03-20,851
36.71,618.95,258.21,1924-03-21,545
628.03,586.27,984.38,1985-02-25,789
426.99,847.07,764.16,1957-01-10,819
684.46,67.09,596.65,1956-01-12,265
507.18,958.23,427.35,1909-06-22,484
526.15,618.93,349.78,1943-01-23,482
879.87,432.28,64.67,1968-11-18,658
275.23,151.75,563.81,1901-06-15,769
26.03,150.56,510.18,2009-06-01,339
895.95,669.85,441.89,1957-03-30,484
692.98,239.33,197.86,2001-11-22,369
744.3,946.68,357.13,1902-10-01,503
189.49,415.43,893.83,1962-05-12,232
573.37,19.38,241.51,1942-11-11,624
891.39,749.96,242.81,2001-03-13,472
209.14,418.08,605.49,1937-01-20,604
318.9,438.81,262.16,1990-02-16,543
713.94,682.9,858.23,1951-06-10,986
712.71,500.98,785.37,2008-02-25,566
243.16,119.07,841.14,2002-04-21,52
951.21,603.97,264.71,2017-11-23,743
51.99,598.76,944.56,2004-06-10,799
647.8,618.53,521.74,1979-05-05,519
969.73,802.55,340.43,1923-07-05,970
873.37,802.95,999.53,1949-05-03,740
831.52,611.84,227.41,1998-12-27,932
189.74,685.59,341.98,1977-03-23,112
932.47,707.1,836.53,2019-01-15,831
398.99,277.36,831.99,1954-04-16,563
310.54,291.76,787.94,1996-04-11,907
258.17,590.29,106.35,2003-05-03,243
423.33,382.42,193.3,1972-07-28,552
379.25,494.68,15.54,1990-07-24,191
97.9,74.62,33.64,1904-04-04,979
226.99,689.98,105.99,1942-08-01,575
841.52,341.63,431.58,2018-11-02,48
415.07,559.63,556.79,2006-03-14,397
63.15,125.22,107.41,1933-09-21,344
421.92,403.69,67.55,1953-10-10,265
766.95,471.29,562.78,2009-01-22,601
918.28,156.38,923.77,1944-09-04,956
467.55,716.17,714.72,2004-07-31,286
554.79,32.64,929.39,1904-08-16,710
356.85,77.19,29.6,1997-08-11,790
337.21,956.62,179.09,1978-05-23,316
191.55,263.18,536.8,1989-07-15,819
579.17,176.79,767.4,1961-09-08,694
641.48,436.45,922,1933-04-11,173
866.74,462.66,935.41,1933-02-11,928
407.94,210.97,488.13,1987-03-28,564
484.78,742.86,919.46,2002-02-21,420
631.7,784.44,945.11,1917-08-29,500
342.14,898.37,25.71,1957-12-20,766
667.61,663.22,276.16,2001-05-28,454
233.13,652.81,538.69,1938-03-17,945
90.09,191.42,198.49,1953-02-19,746
174.39,382.19,456.08,2010-04-13,35
523.56,470.81,867.77,1923-04-08,282
173.23,264.17,560.39,1913-11-03,218
140.17,226.53,545.76,2006-09-23,246
665.11,211.04,651.74,1975-03-30,483
338.75,540.83,489.87,1937-01-25,928
740.74,100.21,144.97,2005-03-03,917
46.73,616.82,416.62,1995-03-26,199
587.65,510.52,403,1904-08-09,17
475.95,95.59,413.59,1998-08-15,30
530.4,534.11,453.11,1936-02-06,13
824.37,870.97,573.74,2019-09-01,97
372.93,4.83,466.66,1981-10-21,643
963.63,740.15,130.99,1974-06-24,279
690.09,306.1,68.59,1936-05-21,968
647.62,658.27,597.59,1925-09-21,42
939.82,598.95,471.3,2000-11-01,249
308.93,426.53,27.31,1954-05-31,84
264.64,901.56,871.87,1995-09-01,970
206.1,765.77,930.11,1914-06-04,681
758.84,819,652.53,1994-01-06,658
815.31,106.38,116.87,1954-11-30,504
361.61,72.89,182.51,1917-04-17,292
764.17,435.05,461.72,1967-07-07,890
500.57,841.02,116.71,2010-07-26,28
414.05,384.3,279.62,1942-06-11,67
576.52,18.36,822.64,1935-01-06,872
350.68,83.57,681.87,1985-02-21,70
215.57,183.45,251.96,1906-04-24,386
508.16,492.14,571.71,2007-05-28,157
621.38,723.7,417.16,2006-10-04,859
937.04,570.41,396.6,2007-06-06,171
100.43,849.59,111.77,1904-08-29,93
583.76,796.97,875.51,1985-07-20,584
85.76,707.57,772.78,1987-03-17,682
765.93,372.97,667.22,1918-06-14,518
499.21,35.92,963.86,1985-03-03,827
172.96,948.26,279.9,2013-05-07,897
530.35,387.4,475.78,1929-09-07,311
101.89,300.34,78.74,1997-01-13,1
570.11,900.49,815.76,1968-07-27,44
298.58,462.97,764.97,1923-02-22,617
853.76,786.22,821.47,1949-06-26,473
335.69,360.85,924.2,1942-02-07,715
487.34,195.59,995.98,1957-08-09,612
116.84,452.4,686.72,1955-06-04,38
636,981.67,420.4,1986-11-15,411
744.09,630.62,927.19,1965-10-03,870
280.38,155.59,448.45,1968-11-24,354
734.37,241.46,226.62,1966-03-09,937
765.83,118.39,686.11,1961-04-30,991
3.78,686.79,746.61,1916-08-03,729
544.79,70.6,864.17,1928-07-05,589
39.85,406.83,777.15,1915-07-23,978
4.11,529.86,549.77,1942-07-17,108
791.71,505.36,269.09,1928-09-04,43
667.47,464.32,344.19,1952-08-28,763
548.6,1000.66,759.38,1994-06-01,82
654.98,97.62,612.42,1952-10-04,337
307.64,462.54,120.33,1974-03-03,348
379.48,413.52,4.25,1960-08-29,646
778.75,549.8,228.65,1933-06-04,245
104.53,503,550.13,1917-04-27,898
184.18,128.07,867.4,1996-03-13,263
57.19,232.22,662.17,1980-02-24,989
512.93,503.19,745.59,1978-11-10,804
256.65,616.9,298.39,1910-09-16,156
651.62,548.85,662.28,1937-03-25,567
897.71,559.01,415.47,1952-05-27,245
379.39,931.35,850.94,2000-10-24,454
175.45,385.12,206.09,1935-11-09,740
147.81,853.22,251.7,1956-02-13,795
941.78,277.01,868.12,1931-06-21,729
50.04,385.82,617.66,2006-07-12,631
245.8,585.52,341.75,1958-03-09,636
905.34,922.04,172.48,1986-03-07,402
862.77,690.94,857.77,1922-05-17,200
545.79,328.76,906.38,1921-08-20,150
136.73,12.29,922.12,1977-11-23,840
83.53,272.24,506.61,1968-03-15,103
964.4,51.65,518.75,1906-01-24,658
146.96,681.73,642.56,1940-03-17,781
137.64,867.55,465.94,1958-03-31,921
75.94,961.15,179.3,1919-07-31,746
402.76,466.35,514.38,1989-02-16,618
617.67,169.26,688.56,2001-05-13,121
403.11,630.19,924.82,2000-01-02,564
713.44,748.07,532.58,1991-04-04,965
687.75,452.9,483.66,1934-01-06,441
527.56,466.47,444.69,2014-12-13,244
53.92,152.36,292.55,1928-01-03,684
489.25,186.17,279.99,1900-08-02,158
770.82,542.16,249.93,1950-01-01,813
913.64,468.47,464.5,1979-01-25,270
83.26,262.18,940.43,1955-11-15,364
69.15,518.4,501.78,1936-03-05,957
239.84,547.03,661.26,1942-08-18,140
231.84,829.94,139.22,1978-02-06,529
249.84,100.81,429.45,1987-04-06,548
95.35,243.54,328.14,1945-01-20,806
393.25,655.57,429.73,2004-08-24,838
167.72,271.65,149.62,1945-06-08,609
525.34,721.47,859.06,1952-06-10,289
623.78,92.01,275.13,2009-07-03,760
263.93,407.06,157.08,1934-05-21,640
846.33,812.82,66.78,1937-03-29,303
215.79,362.62,531.81,2000-12-25,293
66.47,469.17,390.58,1972-06-12,930
602.11,120.97,452.48,1995-01-30,595
462.78,495.68,730.68,1954-01-12,508
485.06,284.07,551.78,1968-06-29,651
766.58,203.96,282.33,1995-08-15,454
517.09,866.61,728.73,1900-07-12,424
234.73,974.07,820.24,1999-04-01,312
468.84,990.33,711.54,1947-08-22,63
533.53,340.74,923.25,2002-08-19,655
439.96,374.76,924.74,1945-07-31,112
22.8,494.8,344.18,1922-09-03,763
300.3,447.41,984.04,2009-08-03,221
885.62,296.14,715.16,2009-12-19,604
403.21,201.4,663.57,1966-11-21,3
996.08,330.5,623.84,1974-01-26,808
